	seed_genes
0	['KMT2D', 'CHD7', 'PTPN11', 'NSD1', 'NOTCH1', 'MYH6', 'GATA6', 'FBN1', 'KDM5B', 'CACNA1A', 'CHD4', 'SMAD2', 'RAF1', 'PYGL', 'RBFOX2', 'RYR3', 'SOS1', 'ACTB', 'POGZ', 'CAD', 'PRRC2B', 'ELN', 'FLT4', 'KIAA0196', 'CLUH', 'ANK3', 'PPL', 'AHNAK', 'RIT1', 'JAG1', 'DSCAML1', 'U2SURP', 'DTNA', 'NAA15', 'LZTR1', 'DGUOK', 'KMT2C', 'TBX5', 'KMT2A', 'SCN10A', 'PTEN', 'BRAF', 'MYRF', 'LRP1', 'ITSN2', 'CTNNB1', 'KDM5A', 'NALCN', 'RPL5', 'CDK13', 'GPBAR1', 'KRT13', 'NGFR', 'MINK1', 'TSC1', 'FBN3', 'FRYL', 'RABGAP1L', 'GANAB', 'AKAP12', 'MYO7B', 'WHSC1', 'NR6A1', 'ZEB2', 'CYP21A2', 'SAMD11']
