	seed_genes
0	['ABCA1', 'PARP1', 'AGER', 'AGT', 'AHR', 'ALOX5', 'ALOX5AP', 'ALOX15', 'APOA4', 'APOE', 'FASLG', 'CASR', 'CAV1', 'CD36', 'CD40', 'CD40LG', 'CETP', 'CLU', 'CNR2', 'CRP', 'CYBA', 'CYP27A1', 'ESR1', 'F2', 'GSTM1', 'HMGB1', 'HP', 'HRH1', 'HSPA1B', 'ICAM1', 'IFNG', 'IGF2', 'IL6', 'IL18', 'LDLR', 'LPA', 'LTA4H', 'MMP1', 'MMP2', 'NOS2', 'NOS3', 'NPC1', 'SERPINE1', 'PLA2G2A', 'PLAT', 'PON1', 'PPARG', 'PTGS2', 'CCL2', 'CCL3', 'CCL4', 'SELP', 'SOD1', 'SOD2', 'STAT3', 'TLR4', 'TNF', 'TTPA', 'VCAM1', 'VEGFA', 'TRPV1', 'SOCS3', 'ADIPOQ', 'SIRT1', 'ABCG5']
