	seed_genes
0	['ADNP', 'ANK2', 'ARID1B', 'ASH1L', 'CHD2', 'CHD8', 'CUL3', 'DSCAM', 'DYRK1A', 'GRIN2B', 'KATNAL2', 'KDM5B', 'KMT2C', 'NCKAP1', 'POGZ', 'SCN2A', 'KMT5B', 'SYNGAP1', 'TBR1', 'TCF7L2', 'TNRC6B', 'WAC', 'NRXN1', 'PTEN', 'SETD5', 'SHANK2', 'SHANK3', 'TRIP12', 'BCL11A', 'FOXP1', 'GIGYF1', 'ILF2', 'KDM6B', 'PHF2', 'RANBP17', 'SPAST', 'WDFY3', 'DNMT3A', 'GABRB3', 'KAT2B', 'MFRP', 'MYT1L', 'P2RX5', 'MIB1', 'SLC6A1', 'ZNF559', 'DIP2A', 'KMT2E', 'AKAP9', 'APH1A', 'CTTNBP2', 'ERBIN', 'ETFB', 'INTS6', 'IRF2BPL', 'MBD5', 'NAA15', 'NINL', 'OR52M1', 'PTK7', 'TRIO', 'USP45', 'ACHE', 'CAPN12', 'NLGN3']
